SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
272,KA,Karnataka,KA_Belagavi,Belagavi,383,66,313,4,0,27,17,10,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,218,166,46,6,0,11,10,0,1,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,8345,7249,966,129,1,1172,953,195,24,,
275,KA,Karnataka,KA_Bidar,Bidar,726,186,512,28,0,51,33,12,6,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,83,82,1,0,0,5,5,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,245,72,167,5,1,12,12,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,85,35,49,1,0,3,-3,6,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,80,32,48,0,0,0,-5,5,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,1087,552,513,20,2,75,45,26,4,,
281,KA,Karnataka,KA_Davanagere,Davanagere,345,42,294,9,0,7,-2,9,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,510,289,210,11,0,45,33,9,3,,
283,KA,Karnataka,KA_Gadag,Gadag,203,115,84,4,0,4,1,3,0,,
284,KA,Karnataka,KA_Hassan,Hassan,478,218,253,7,0,25,24,0,1,,
285,KA,Karnataka,KA_Haveri,Haveri,152,113,37,2,0,28,26,2,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,1597,383,1189,25,0,37,-12,46,3,,
287,KA,Karnataka,KA_Kodagu,Kodagu,76,73,3,0,0,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,161,94,65,2,0,11,8,3,0,,
289,KA,Karnataka,KA_Koppal,Koppal,108,38,68,2,0,3,2,1,0,,
290,KA,Karnataka,KA_Mandya,Mandya,508,154,354,0,0,35,35,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,409,167,238,4,0,38,17,21,0,,
0,KA,Karnataka,KA_Other State,Other State,36,1,32,3,0,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,559,134,422,3,0,41,23,18,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,227,146,76,5,0,2,2,0,0,,
294,KA,Karnataka,KA_Shivamogga,Shivamogga,253,132,117,4,0,31,31,0,0,,
295,KA,Karnataka,KA_Tumakuru,Tumakuru,208,142,60,6,0,12,1,11,0,,
296,KA,Karnataka,KA_Udupi,Udupi,1276,170,1103,3,0,18,8,10,0,,
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,333,173,159,1,0,35,27,8,0,,
298,KA,Karnataka,KA_Vijayapura,Vijayapura,507,122,374,11,0,37,13,24,0,,
299,KA,Karnataka,KA_Yadgir,Yadgir,971,115,855,1,0,1,1,0,0,,
0,KL,Kerala,KL_Other State,Other State,0,0,0,0,0,0,0,0,0,,
300,KL,Kerala,KL_Alappuzha,Alappuzha,365,183,181,1,0,20,-16,36,0,,
301,KL,Kerala,KL_Ernakulam,Ernakulam,304,182,120,1,1,13,6,7,0,,
302,KL,Kerala,KL_Idukki,Idukki,121,47,74,0,0,2,0,2,0,,
303,KL,Kerala,KL_Kannur,Kannur,564,236,323,5,0,35,20,15,0,,
304,KL,Kerala,KL_Kasaragod,Kasaragod,488,98,390,0,0,14,8,6,0,,
305,KL,Kerala,KL_Kollam,Kollam,395,195,198,2,0,16,-22,38,0,,
306,KL,Kerala,KL_Kottayam,Kottayam,254,110,143,1,0,6,-3,9,0,,
307,KL,Kerala,KL_Kozhikode,Kozhikode,297,98,197,2,0,8,7,1,0,,
308,KL,Kerala,KL_Malappuram,Malappuram,631,275,352,4,0,37,31,6,0,,
309,KL,Kerala,KL_Palakkad,Palakkad,607,183,422,1,1,29,-15,44,0,,
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,351,194,157,0,0,22,2,20,0,,
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,257,91,161,5,0,16,1,15,0,,
312,KL,Kerala,KL_Thrissur,Thrissur,469,200,266,3,0,20,10,10,0,,
313,KL,Kerala,KL_Wayanad,Wayanad,102,37,64,1,0,2,2,0,0,,
314,LA,Ladakh,LA_Kargil,Kargil,714,91,623,0,0,0,-40,40,0,,
315,LA,Ladakh,LA_Leh,Leh,291,87,203,1,0,3,-7,10,0,,
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0,0,0,0,0,0,0,0,0,,
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,506,151,340,15,0,0,0,0,0,,
370,MH,Maharashtra,MH_Akola,Akola,1599,409,1106,83,1,0,0,0,0,,
371,MH,Maharashtra,MH_Amravati,Amravati,625,161,434,30,0,0,0,0,0,,
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,6061,3170,2614,277,0,0,0,0,0,,
374,MH,Maharashtra,MH_Beed,Beed,126,28,95,3,0,0,0,0,0,,
373,MH,Maharashtra,MH_Bhandara,Bhandara,87,10,77,0,0,0,0,0,0,,
375,MH,Maharashtra,MH_Buldhana,Buldhana,277,104,160,13,0,0,0,0,0,,
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,97,36,61,0,0,0,0,0,0,,
377,MH,Maharashtra,MH_Dhule,Dhule,1182,442,680,58,2,0,0,0,0,,
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,71,12,58,1,0,0,0,0,0,,
379,MH,Maharashtra,MH_Gondia,Gondia,155,49,104,2,0,0,0,0,0,,
380,MH,Maharashtra,MH_Hingoli,Hingoli,270,19,250,1,0,0,0,0,0,,
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,3856,1401,2194,261,0,0,0,0,0,,
382,MH,Maharashtra,MH_Jalna,Jalna,619,232,363,24,0,0,0,0,0,,
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,886,150,724,12,0,0,0,0,0,,
384,MH,Maharashtra,MH_Latur,Latur,396,172,204,20,0,0,0,0,0,,
385,MH,Maharashtra,MH_Mumbai,Mumbai,82074,24912,52392,4762,8,0,0,0,0,,
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,,
387,MH,Maharashtra,MH_Nagpur,Nagpur,1624,368,1241,15,0,0,0,0,0,,
388,MH,Maharashtra,MH_Nanded,Nanded,371,116,241,14,0,0,0,0,0,,
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,179,91,79,9,0,0,0,0,0,,
390,MH,Maharashtra,MH_Nashik,Nashik,4656,1817,2616,223,0,0,0,0,0,,
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,241,49,180,12,0,0,0,0,0,,
0,MH,Maharashtra,MH_Other State,Other State,106,81,0,25,0,0,0,0,0,,
392,MH,Maharashtra,MH_Palghar,Palghar,6837,3854,2866,117,0,0,0,0,0,,
393,MH,Maharashtra,MH_Parbhani,Parbhani,110,23,83,4,0,0,0,0,0,,
394,MH,Maharashtra,MH_Pune,Pune,25454,12410,12218,826,0,0,0,0,0,,
395,MH,Maharashtra,MH_Raigad,Raigad,5238,2594,2536,106,2,0,0,0,0,,
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,677,201,449,27,0,0,0,0,0,,
397,MH,Maharashtra,MH_Sangli,Sangli,376,126,239,11,0,0,0,0,0,,
398,MH,Maharashtra,MH_Satara,Satara,1222,416,757,48,1,0,0,0,0,,
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,234,74,155,5,0,0,0,0,0,,
400,MH,Maharashtra,MH_Solapur,Solapur,2695,780,1631,283,1,0,0,0,0,,
401,MH,Maharashtra,MH_Thane,Thane,43634,25331,17227,1075,1,0,0,0,0,,
402,MH,Maharashtra,MH_Wardha,Wardha,16,3,12,1,0,0,0,0,0,,
403,MH,Maharashtra,MH_Washim,Washim,115,32,80,3,0,0,0,0,0,,
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,318,87,221,10,0,0,0,0,0,,
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,0,0,0,0,0,0,0,0,0,,
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,1,1,0,0,0,0,0,0,0,,
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,36,18,17,1,0,3,3,0,0,,
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1,0,1,0,0,0,0,0,0,,
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,9,9,0,0,0,5,5,0,0,,
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,0,0,0,0,0,0,0,0,0,,
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,7,3,4,0,0,0,0,0,0,,
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,0,0,0,0,0,0,0,0,0,,
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,7,3,4,0,0,0,0,0,0,,
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,5,0,5,0,0,0,0,0,0,,
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,1,1,0,0,0,0,0,0,0,,
405,MN,Manipur,MN_Bishnupur,Bishnupur,81,23,58,0,0,1,1,0,0,,
406,MN,Manipur,MN_Chandel,Chandel,38,32,6,0,0,0,0,0,0,,
407,MN,Manipur,MN_Churachandpur,Churachandpur,139,81,58,0,0,0,0,0,0,,
408,MN,Manipur,MN_Imphal East,Imphal East,41,25,16,0,0,2,2,0,0,,
409,MN,Manipur,MN_Imphal West,Imphal West,91,-7,98,0,0,0,-16,16,0,,
410,MN,Manipur,MN_Jiribam,Jiribam,32,30,2,0,0,0,0,0,0,,
411,MN,Manipur,MN_Kakching,Kakching,89,45,44,0,0,0,0,0,0,,
412,MN,Manipur,MN_Kamjong,Kamjong,89,72,17,0,0,0,0,0,0,,
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,137,118,19,0,0,0,0,0,0,,
414,MN,Manipur,MN_Noney,Noney,24,6,18,0,0,0,0,0,0,,
415,MN,Manipur,MN_Pherzawl,Pherzawl,32,17,15,0,0,0,0,0,0,,
416,MN,Manipur,MN_Senapati,Senapati,120,91,29,0,0,6,-2,8,0,,
417,MN,Manipur,MN_Tamenglong,Tamenglong,178,146,32,0,0,0,0,0,0,,
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,14,1,13,0,0,0,0,0,0,,
419,MN,Manipur,MN_Thoubal,Thoubal,59,32,27,0,0,0,-4,4,0,,
420,MN,Manipur,MN_Ukhrul,Ukhrul,161,135,26,0,0,0,0,0,0,,
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,16,1,14,1,0,0,0,0,0,,
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,8,5,3,0,0,4,4,0,0,,
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,29,0,29,0,0,0,0,0,0,,
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,48,5,42,1,0,0,0,0,0,,
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,33,13,20,0,0,0,0,0,0,,
322,MP,Madhya Pradesh,MP_Barwani,Barwani,126,20,102,4,0,7,5,2,0,,
323,MP,Madhya Pradesh,MP_Betul,Betul,72,25,47,0,0,3,3,0,0,,
324,MP,Madhya Pradesh,MP_Bhind,Bhind,271,101,170,0,0,6,5,1,0,,
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,2984,478,2401,105,0,51,16,35,0,,
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,405,14,368,23,0,3,2,1,0,,
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,59,4,55,0,0,0,-1,1,0,,
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,66,31,33,2,0,1,1,0,0,,
329,MP,Madhya Pradesh,MP_Damoh,Damoh,48,18,30,0,0,2,2,0,0,,
330,MP,Madhya Pradesh,MP_Datia,Datia,46,25,20,1,0,3,3,0,0,,
331,MP,Madhya Pradesh,MP_Dewas,Dewas,237,37,190,10,0,11,11,0,0,,
332,MP,Madhya Pradesh,MP_Dhar,Dhar,179,15,157,7,0,0,-4,3,1,,
333,MP,Madhya Pradesh,MP_Dindori,Dindori,31,1,30,0,0,0,0,0,0,,
335,MP,Madhya Pradesh,MP_Guna,Guna,22,11,10,1,0,3,3,0,0,,
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,464,157,304,3,0,28,14,14,0,,
337,MP,Madhya Pradesh,MP_Harda,Harda,39,12,25,2,0,0,0,0,0,,
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,41,0,38,3,0,0,0,0,0,,
339,MP,Madhya Pradesh,MP_Indore,Indore,4810,842,3727,241,0,34,-32,63,3,,
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,430,73,343,14,0,7,0,7,0,,
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,19,4,14,1,0,2,2,0,0,,
342,MP,Madhya Pradesh,MP_Katni,Katni,19,3,13,3,0,0,-2,1,1,,
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,327,41,269,17,0,5,1,4,0,,
368,MP,Madhya Pradesh,MP_Khargone,Khargone,309,32,262,15,0,9,8,1,0,,
343,MP,Madhya Pradesh,MP_Mandla,Mandla,6,0,5,1,0,0,-1,1,0,,
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,129,24,96,9,0,0,-4,4,0,,
345,MP,Madhya Pradesh,MP_Morena,Morena,618,404,209,5,0,78,63,15,0,,
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,32,5,27,0,0,0,0,0,0,,
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,449,18,424,7,0,1,1,0,0,,
348,MP,Madhya Pradesh,MP_Niwari,Niwari,11,3,8,0,0,1,0,1,0,,
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,,
349,MP,Madhya Pradesh,MP_Panna,Panna,48,16,32,0,0,11,8,3,0,,
350,MP,Madhya Pradesh,MP_Raisen,Raisen,112,10,97,5,0,0,-2,2,0,,
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,101,31,64,6,0,3,-4,7,0,,
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,172,28,138,6,0,2,2,0,0,,
353,MP,Madhya Pradesh,MP_Rewa,Rewa,62,19,42,1,0,1,1,0,0,,
354,MP,Madhya Pradesh,MP_Sagar,Sagar,406,90,295,21,0,10,1,9,0,,
355,MP,Madhya Pradesh,MP_Satna,Satna,40,17,21,2,0,0,0,0,0,,
356,MP,Madhya Pradesh,MP_Sehore,Sehore,21,9,10,2,0,0,0,0,0,,
357,MP,Madhya Pradesh,MP_Seoni,Seoni,15,4,11,0,0,0,0,0,0,,
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,24,7,17,0,0,0,-1,1,0,,
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,68,15,50,3,0,3,3,0,0,,
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,83,17,64,2,0,2,0,2,0,,
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,43,15,28,0,0,5,5,0,0,,
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,21,2,18,1,0,0,-1,1,0,,
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,20,7,13,0,0,1,1,0,0,,
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,54,30,23,1,0,6,3,3,0,,
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,864,18,775,71,0,1,-2,3,0,,
366,MP,Madhya Pradesh,MP_Umaria,Umaria,11,1,9,1,0,0,0,0,0,,
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,56,14,42,0,0,3,3,0,0,,
432,MZ,Mizoram,MZ_Aizawl,Aizawl,39,7,32,0,0,0,0,0,0,,
433,MZ,Mizoram,MZ_Champhai,Champhai,10,2,8,0,0,0,-3,3,0,,
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,0,0,0,0,0,0,0,0,0,,
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,3,2,1,0,0,0,0,0,0,,
434,MZ,Mizoram,MZ_Kolasib,Kolasib,11,0,11,0,0,0,0,0,0,,
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,8,0,8,0,0,0,0,0,0,,
436,MZ,Mizoram,MZ_Lunglei,Lunglei,49,3,46,0,0,2,2,0,0,,
437,MZ,Mizoram,MZ_Mamit,Mamit,20,10,10,0,0,0,0,0,0,,
438,MZ,Mizoram,MZ_Saiha,Saiha,18,10,8,0,0,0,0,0,0,,
728,MZ,Mizoram,MZ_Saitual,Saitual,3,0,3,0,0,0,0,0,0,,
439,MZ,Mizoram,MZ_Serchhip,Serchhip,3,0,3,0,0,0,0,0,0,,
0,NL,Nagaland,NL_Others,Others,46,46,0,0,0,0,0,0,0,,
440,NL,Nagaland,NL_Dimapur,Dimapur,87,58,29,0,0,0,0,0,0,,
441,NL,Nagaland,NL_Kiphire,Kiphire,4,4,0,0,0,0,0,0,0,,
442,NL,Nagaland,NL_Kohima,Kohima,51,37,14,0,0,2,2,0,0,,
443,NL,Nagaland,NL_Longleng,Longleng,2,2,0,0,0,0,0,0,0,,
444,NL,Nagaland,NL_Mokokchung,Mokokchung,1,1,0,0,0,0,0,0,0,,
445,NL,Nagaland,NL_Mon,Mon,66,66,0,0,0,0,0,0,0,,
446,NL,Nagaland,NL_Peren,Peren,250,234,16,0,0,21,21,0,0,,
447,NL,Nagaland,NL_Phek,Phek,10,9,1,0,0,0,0,0,0,,
448,NL,Nagaland,NL_Tuensang,Tuensang,30,30,0,0,0,0,0,0,0,,
449,NL,Nagaland,NL_Wokha,Wokha,10,10,0,0,0,0,0,0,0,,
450,NL,Nagaland,NL_Zunheboto,Zunheboto,5,5,0,0,0,0,0,0,0,,
0,OR,Odisha,OR_Others,Others,0,0,0,0,0,0,0,0,0,Includes NDRF-ODRF returnees after West Bengal Amphan duty,
451,OR,Odisha,OR_Angul,Angul,95,37,57,1,0,24,24,0,0,,
452,OR,Odisha,OR_Balangir,Balangir,213,48,165,0,0,0,-12,12,0,,
453,OR,Odisha,OR_Balasore,Balasore,390,80,309,1,0,13,13,0,0,,
454,OR,Odisha,OR_Bargarh,Bargarh,133,67,65,1,0,2,1,1,0,,
456,OR,Odisha,OR_Bhadrak,Bhadrak,245,18,227,0,0,12,9,3,0,,
455,OR,Odisha,OR_Boudh,Boudh,45,5,40,0,0,0,0,0,0,,
457,OR,Odisha,OR_Cuttack,Cuttack,715,196,513,6,0,13,8,4,1,,
458,OR,Odisha,OR_Deogarh,Deogarh,62,20,42,0,0,0,0,0,0,,
459,OR,Odisha,OR_Dhenkanal,Dhenkanal,84,18,66,0,0,1,1,0,0,,
460,OR,Odisha,OR_Gajapati,Gajapati,449,192,257,0,0,7,-19,26,0,,
461,OR,Odisha,OR_Ganjam,Ganjam,2066,826,1219,21,0,216,122,91,3,,
462,OR,Odisha,OR_Jagatsinghpur,Jagatsinghpur,317,79,238,0,0,12,1,11,0,,
463,OR,Odisha,OR_Jajpur,Jajpur,541,150,391,0,0,1,1,0,0,,
464,OR,Odisha,OR_Jharsuguda,Jharsuguda,128,64,64,0,0,8,-7,15,0,,
465,OR,Odisha,OR_Kalahandi,Kalahandi,76,6,70,0,0,0,0,0,0,,
466,OR,Odisha,OR_Kandhamal,Kandhamal,186,8,178,0,0,8,8,0,0,,
467,OR,Odisha,OR_Kendrapara,Kendrapara,264,32,232,0,0,11,5,6,0,,
468,OR,Odisha,OR_Kendujhar,Kendujhar,157,56,101,0,0,5,0,5,0,,
469,OR,Odisha,OR_Khordha,Khordha,944,203,732,9,0,50,19,29,2,,
470,OR,Odisha,OR_Koraput,Koraput,57,32,25,0,0,5,5,0,0,,
471,OR,Odisha,OR_Malkangiri,Malkangiri,111,58,53,0,0,5,5,0,0,,
472,OR,Odisha,OR_Mayurbhanj,Mayurbhanj,253,81,171,1,0,28,17,11,0,,
473,OR,Odisha,OR_Nabarangapur,Nabarangapur,53,39,13,1,0,11,11,0,0,,
474,OR,Odisha,OR_Nayagarh,Nayagarh,164,32,132,0,0,1,-2,3,0,,
475,OR,Odisha,OR_Nuapada,Nuapada,82,4,78,0,0,0,0,0,0,,
476,OR,Odisha,OR_Puri,Puri,291,74,215,2,0,18,18,0,0,,
477,OR,Odisha,OR_Rayagada,Rayagada,115,93,22,0,0,0,0,0,0,,
478,OR,Odisha,OR_Sambalpur,Sambalpur,70,34,36,0,0,6,6,0,0,,
479,OR,Odisha,OR_Subarnapur,Subarnapur,39,4,35,0,0,2,2,0,0,,
480,OR,Odisha,OR_Sundargarh,Sundargarh,256,76,180,0,0,36,32,4,0,,
485,PB,Punjab,PB_Amritsar,Amritsar,947,159,740,48,0,9,8,0,1,,
486,PB,Punjab,PB_Barnala,Barnala,69,26,41,2,0,5,5,0,0,,
487,PB,Punjab,PB_Bathinda,Bathinda,106,27,76,3,0,6,6,0,0,,
488,PB,Punjab,PB_Faridkot,Faridkot,111,12,99,0,0,0,0,0,0,,
489,PB,Punjab,PB_Fatehgarh Sahib,Fatehgarh Sahib,122,21,101,0,0,1,1,0,0,,
490,PB,Punjab,PB_Fazilka,Fazilka,102,27,75,0,0,1,0,1,0,,
491,PB,Punjab,PB_Ferozepur,Ferozepur,107,41,63,3,0,5,-3,8,0,,
492,PB,Punjab,PB_Gurdaspur,Gurdaspur,242,44,193,5,0,2,0,2,0,,
493,PB,Punjab,PB_Hoshiarpur,Hoshiarpur,186,18,161,7,0,1,-1,1,1,,
494,PB,Punjab,PB_Jalandhar,Jalandhar,834,276,537,21,0,60,60,0,0,,
495,PB,Punjab,PB_Kapurthala,Kapurthala,109,26,78,5,0,3,3,0,0,,
496,PB,Punjab,PB_Ludhiana,Ludhiana,1017,423,570,24,0,46,46,0,0,,
497,PB,Punjab,PB_Mansa,Mansa,49,5,44,0,0,1,-3,4,0,,
498,PB,Punjab,PB_Moga,Moga,116,19,93,4,0,2,-2,2,2,,
499,PB,Punjab,PB_Pathankot,Pathankot,224,28,190,6,0,2,-5,7,0,,
500,PB,Punjab,PB_Patiala,Patiala,354,177,168,9,0,3,3,0,0,,
501,PB,Punjab,PB_Rupnagar,Rupnagar,114,13,100,1,0,1,-4,5,0,,
502,PB,Punjab,PB_S.A.S. Nagar,S.A.S. Nagar,286,61,220,5,0,5,-6,10,1,,
503,PB,Punjab,PB_Sangrur,Sangrur,527,185,328,14,0,16,16,0,0,,
504,PB,Punjab,PB_Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,148,22,125,1,0,1,1,0,0,,
505,PB,Punjab,PB_Sri Muktsar Sahib,Sri Muktsar Sahib,133,10,123,0,0,0,0,0,0,,
506,PB,Punjab,PB_Tarn Taran,Tarn Taran,206,21,181,4,0,2,2,0,0,,
481,PY,Puducherry,PY_Karaikal,Karaikal,45,28,17,0,0,2,-1,3,0,,
482,PY,Puducherry,PY_Mahe,Mahe,18,8,10,0,0,0,0,0,0,,
483,PY,Puducherry,PY_Puducherry,Puducherry,837,445,378,14,0,76,57,18,1,,
484,PY,Puducherry,PY_Yanam,Yanam,4,4,0,0,0,2,2,0,0,,
507,RJ,Rajasthan,RJ_Ajmer,Ajmer,561,90,452,19,0,0,0,0,0,,
508,RJ,Rajasthan,RJ_Alwar,Alwar,602,256,340,6,0,0,0,0,0,,
509,RJ,Rajasthan,RJ_Banswara,Banswara,99,2,95,2,0,0,0,0,0,,
510,RJ,Rajasthan,RJ_Baran,Baran,67,4,59,4,0,0,0,0,0,,
511,RJ,Rajasthan,RJ_Barmer,Barmer,428,219,205,4,0,36,36,0,0,,
512,RJ,Rajasthan,RJ_Bharatpur,Bharatpur,1708,206,1463,39,0,3,-10,12,1,,
513,RJ,Rajasthan,RJ_Bhilwara,Bhilwara,264,19,239,6,0,0,0,0,0,,
514,RJ,Rajasthan,RJ_Bikaner,Bikaner,414,223,175,16,0,25,25,0,0,,
0,RJ,Rajasthan,RJ_BSF Camp,BSF Camp,52,2,50,0,0,0,0,0,0,,
515,RJ,Rajasthan,RJ_Bundi,Bundi,15,4,11,0,0,0,0,0,0,,
516,RJ,Rajasthan,RJ_Chittorgarh,Chittorgarh,211,2,203,6,0,0,0,0,0,,
517,RJ,Rajasthan,RJ_Churu,Churu,331,72,257,2,0,0,0,0,0,,
518,RJ,Rajasthan,RJ_Dausa,Dausa,169,48,118,3,0,3,3,0,0,,
519,RJ,Rajasthan,RJ_Dholpur,Dholpur,722,240,475,7,0,21,21,0,0,,
520,RJ,Rajasthan,RJ_Dungarpur,Dungarpur,461,42,418,1,0,13,6,7,0,,
0,RJ,Rajasthan,RJ_Evacuees,Evacuees,61,0,61,0,0,0,0,0,0,,
521,RJ,Rajasthan,RJ_Ganganagar,Ganganagar,59,28,28,3,0,0,0,0,0,,
522,RJ,Rajasthan,RJ_Hanumangarh,Hanumangarh,80,33,47,0,0,0,0,0,0,,
0,RJ,Rajasthan,RJ_Italians,Italians,2,0,2,0,0,0,0,0,0,,
523,RJ,Rajasthan,RJ_Jaipur,Jaipur,3456,514,2779,163,0,17,17,0,0,,
524,RJ,Rajasthan,RJ_Jaisalmer,Jaisalmer,115,10,105,0,0,0,0,0,0,,
525,RJ,Rajasthan,RJ_Jalore,Jalore,320,78,240,2,0,11,11,0,0,,
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,375,6,369,0,0,0,0,0,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,386,28,355,3,0,11,2,8,1,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,2919,409,2457,53,0,0,-15,15,0,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,108,27,77,4,0,3,3,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,722,129,570,23,0,8,3,5,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,693,91,590,12,0,23,23,0,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,130,59,41,30,0,3,2,0,1,,
532,RJ,Rajasthan,RJ_Pali,Pali,1167,131,1027,9,0,21,21,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,74,60,13,1,0,0,0,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,275,64,210,1,0,1,1,0,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,109,24,78,7,0,1,1,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,597,95,496,6,0,0,0,0,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,546,153,386,7,0,0,-24,24,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,202,2,199,1,0,0,0,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,756,91,662,3,0,4,4,0,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,41,27,14,0,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,1,0,1,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,38,12,26,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,21,10,11,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,,
576,TG,Telangana,TG_Adilabad,Adilabad,47,32,15,0,0,0,0,0,0,,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,38,34,4,0,0,0,0,0,0,,
